id,t1_d_flt_count_365_0,t2_d_flt_rate_economy_365_0,t2_flt_rate_first_business_365_0,t2_d_avg_discount_rate_365_0,t2_d_flt_count_eco0my_365_0,t2_flt_rate_eco0my_365_0,t2_flt_count_first_business_365_0,t3_flt_count_national_day_1095_0,t3_flt_count_may_day_1095_0,t3_flt_count_new_year_1095_0,t3_flt_count_1095_0,t3_flt_count_730_0,t5_d_flt_count_first_business_365_0,t5_complaint_count_365_0,t5_pre_seat_count_365_0,t5_far_insur_delay_issus_count_730_0,ICN_t0_mbsh_lvl_cd,ICN_t4_gnd_cd,t0_hhed_idx,y
100978,14,1.0,0.0,0.611954148,14,1.0,0,2,0,0,28,28,0,0,0,0,1,0,0,0
100912,10,1.0,0.0,0.536134454,10,1.0,0,3,1,2,36,34,0,0,0,0,1,1,0,0
101491,8,1.0,0.0,0.907579843,8,1.0,0,0,0,0,25,23,0,0,0,0,1,1,0,0
102318,28,1.0,0.0,0.538301031,28,1.0,0,0,0,2,38,38,0,0,0,0,1,1,0,0
100528,13,1.0,0.0,0.687921864,13,1.0,0,0,0,0,15,15,0,0,0,0,1,1,0,0
100176,18,0.888888889,0.105263158,1.073437461,16,0.894736842,2,1,0,0,53,45,2,0,0,0,1,1,0,1
100785,2,1.0,0.0,0.54248366,2,1.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
100422,12,0.333333333,0.625,1.002447155,4,0.375,10,0,0,0,27,24,8,0,0,0,1,0,0,0
100680,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
101681,34,1.0,0.0,0.513415172,34,1.0,0,0,2,0,64,58,0,0,0,0,1,1,0,0
102804,47,0.680851064,0.319148936,0.93984893,32,0.680851064,15,0,1,2,89,89,15,0,0,0,2,1,1,0
103434,35,1.0,0.0,0.497288042,35,1.0,0,1,0,0,51,51,0,0,0,0,1,1,0,0
100781,22,1.0,0.0,0.592065107,22,1.0,0,0,0,0,32,31,0,0,0,0,1,1,0,0
101832,24,1.0,0.0,0.853888173,24,1.0,0,0,2,4,39,39,0,0,0,0,1,1,0,0
102147,8,1.0,0.0,0.491261722,8,1.0,0,1,0,0,42,34,0,0,0,0,1,1,0,0
102111,39,1.0,0.0,0.536387307,39,1.0,0,0,0,4,70,70,0,0,0,0,2,1,1,0
100288,6,1.0,0.0,0.899621212,6,1.0,0,2,0,0,13,12,0,0,0,0,1,1,0,1
102784,32,1.0,0.0,0.621884124,32,1.0,0,0,2,0,54,52,0,0,0,0,1,1,0,0
103077,0,0.0,0.0,0.0,0,1.0,0,2,0,0,67,65,0,0,0,0,1,1,0,0
102364,0,0.0,0.0,0.0,0,0.0,0,0,0,0,10,8,0,0,0,0,1,1,0,0
101811,24,1.0,0.0,0.459972225,24,1.0,0,0,1,0,38,32,0,0,0,0,1,0,0,0
101175,49,1.0,0.0,0.601451312,49,1.0,0,3,0,4,83,81,0,0,0,0,2,1,1,0
100177,2,1.0,0.0,0.398876404,2,1.0,0,0,0,0,7,7,0,0,0,0,1,1,0,1
100949,4,1.0,0.0,0.414285714,4,1.0,0,0,0,0,12,11,0,0,0,0,1,1,0,0
101159,21,0.952380952,0.047619048,0.580582662,20,0.952380952,1,0,0,1,31,30,1,0,0,0,1,1,0,0
101468,8,1.0,0.0,0.725863284,8,1.0,0,0,0,2,14,13,0,0,0,0,1,0,0,0
103044,6,1.0,0.0,0.642156863,6,1.0,0,0,0,0,11,11,0,0,0,0,1,1,0,0
100370,6,1.0,0.0,0.098765432,6,1.0,0,2,0,2,32,31,0,0,0,0,1,0,0,0
102906,3,1.0,0.0,0.570281124,3,1.0,0,2,0,0,10,9,0,0,0,0,1,1,0,0
100729,16,1.0,0.0,0.510110712,16,1.0,0,0,0,0,23,21,0,0,0,0,1,0,0,0
100598,4,1.0,0.0,0.490740741,4,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
102225,2,1.0,0.0,0.642458101,2,1.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
101767,23,1.0,0.0,0.75387825,23,1.0,0,1,0,0,33,33,0,0,0,0,1,1,0,0
102367,5,1.0,0.0,0.727344992,5,1.0,0,0,2,0,37,33,0,0,0,0,1,1,0,0
102586,14,1.0,0.0,0.600267885,14,1.0,0,0,0,0,20,20,0,0,0,0,1,1,0,0
102110,7,1.0,0.0,0.549770817,7,1.0,0,0,0,0,10,8,0,0,0,0,1,0,0,0
103484,10,1.0,0.0,0.681661388,10,1.0,0,0,5,0,14,14,0,0,0,0,1,0,0,0
101894,7,1.0,0.0,0.526310973,7,1.0,0,0,0,0,7,7,0,0,0,0,1,0,0,0
100141,0,0.0,0.0,0.0,0,0.0,0,0,0,0,11,9,0,0,0,0,1,0,0,1
102543,53,0.962264151,0.111111111,0.667402788,51,0.888888889,7,0,2,4,132,120,2,0,0,0,7,1,1,0
100665,30,1.0,0.0,0.455591649,30,1.0,0,0,1,6,80,69,0,0,0,0,1,1,0,0
102822,4,1.0,0.0,0.7,4,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
102877,2,1.0,0.0,0.487684729,2,1.0,0,0,0,0,8,7,0,0,0,0,1,1,0,0
100654,2,1.0,0.0,1.0,2,1.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
100471,4,1.0,0.0,0.494117647,4,1.0,0,0,0,0,13,13,0,0,0,0,1,1,0,0
101873,2,1.0,0.0,1.0,2,1.0,0,0,0,0,9,8,0,0,0,0,1,0,0,0
103481,8,1.0,0.0,0.573919513,8,1.0,0,0,0,0,22,20,0,0,0,0,1,1,0,0
100759,18,1.0,0.0,0.568779397,18,1.0,0,2,4,0,39,38,0,0,0,0,1,0,0,0
101979,23,1.0,0.0,0.549138832,23,1.0,0,3,3,2,39,35,0,0,0,0,1,1,0,0
100907,4,1.0,0.0,0.46027652,4,1.0,0,0,0,0,16,13,0,0,0,0,1,0,0,0
102717,17,1.0,0.0,0.534451857,17,1.0,0,0,2,0,37,35,0,0,0,0,1,0,0,0
101001,6,1.0,0.0,0.438310185,6,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,0
101206,20,1.0,0.0,0.681132075,20,1.0,0,1,2,0,70,64,0,0,0,0,2,0,1,0
101231,11,1.0,0.0,0.292011412,11,1.0,0,0,0,0,33,27,0,0,0,0,1,0,0,0
100195,0,0.0,0.0,0.0,0,0.0,0,0,1,0,8,6,0,0,0,0,1,1,0,1
100532,40,1.0,0.0,0.48705651,40,1.0,0,0,0,0,78,73,0,0,0,0,1,1,0,0
102666,8,1.0,0.0,0.637711864,8,1.0,0,0,2,0,20,18,0,0,0,0,1,0,0,0
102242,4,1.0,0.0,0.591097308,4,1.0,0,0,0,0,10,8,0,0,0,0,1,1,0,0
101565,12,1.0,0.0,0.661287296,12,1.0,0,0,0,0,19,19,0,0,0,0,1,0,0,0
103418,2,1.0,0.0,0.922222222,2,1.0,0,0,0,0,3,2,0,0,0,0,1,0,0,0
101042,6,1.0,0.0,0.423785802,6,1.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
100227,45,1.0,0.0,0.680533254,45,1.0,0,0,1,2,80,74,0,0,0,0,2,1,1,1
102882,3,1.0,0.0,0.564381148,3,1.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
100555,10,1.0,0.0,0.495362644,10,1.0,0,0,0,0,22,17,0,0,0,0,1,0,0,0
100869,6,1.0,0.0,0.674202504,6,1.0,0,2,0,0,8,8,0,0,0,0,1,0,0,0
102770,2,1.0,0.0,0.349557522,2,1.0,0,0,0,0,7,7,0,0,0,0,1,1,0,0
102699,0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,7,0,0,0,0,1,0,0,0
101080,8,1.0,0.0,0.485119048,8,1.0,0,0,2,0,19,19,0,0,0,0,1,0,0,0
100857,14,0.857142857,0.142857143,0.492997199,12,0.857142857,2,1,2,2,83,82,2,0,0,0,7,1,1,0
103603,0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
100631,25,1.0,0.0,0.341019375,25,1.0,0,1,0,0,43,40,0,0,0,0,1,0,0,0
101697,4,1.0,0.0,0.625,4,1.0,0,0,0,0,10,8,0,0,0,0,1,1,0,0
100842,9,1.0,0.0,0.517032792,9,1.0,0,0,0,0,21,19,0,0,0,0,1,1,1,0
100162,3,1.0,0.0,0.374716256,3,1.0,0,0,0,0,9,8,0,0,0,0,1,1,0,1
100219,54,0.277777778,0.75,1.153553595,15,0.25,51,6,3,5,112,103,39,0,0,0,2,1,1,1
101936,6,1.0,0.0,0.502325581,6,1.0,0,0,0,0,11,10,0,0,0,0,1,0,0,0
101592,15,1.0,0.0,0.521324355,15,1.0,0,0,0,5,56,48,0,0,0,0,1,1,0,0
101745,23,1.0,0.0,0.559364548,23,1.0,0,2,0,4,34,32,0,0,0,0,1,0,0,0
103159,4,1.0,0.0,0.570286828,4,1.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
101950,8,1.0,0.0,0.419724771,8,1.0,0,0,0,0,9,8,0,0,0,0,1,0,0,0
100547,4,1.0,0.0,0.75,4,1.0,0,0,0,0,9,8,0,0,0,0,1,0,0,0
103042,4,0.5,0.5,0.720873786,2,0.5,2,0,0,0,4,4,2,0,0,0,1,0,0,0
103023,10,1.0,0.0,0.487621832,10,1.0,0,0,0,0,18,15,0,0,0,0,1,1,0,0
101423,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
100568,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
102230,15,0.4,0.620689655,0.790304667,6,0.379310345,18,0,2,0,59,56,9,0,0,0,8,1,1,0
101330,4,1.0,0.0,0.79076087,4,1.0,0,0,0,0,7,7,0,0,0,0,1,0,0,0
101377,6,1.0,0.0,0.391414566,6,1.0,0,0,0,0,12,12,0,0,0,0,1,1,0,0
101075,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102380,11,1.0,0.0,0.682200796,11,1.0,0,0,0,0,22,19,0,0,0,0,1,1,0,0
101829,8,1.0,0.0,0.446509009,8,1.0,0,0,0,0,15,15,0,0,0,0,1,1,0,0
102096,42,1.0,0.0,0.721817333,42,1.0,0,0,3,0,82,77,0,0,0,0,2,0,1,0
100611,0,0.0,0.0,0.0,0,1.0,0,0,0,0,24,22,0,0,0,0,1,1,0,0
103231,0,0.0,0.0,0.0,0,0.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
103151,23,1.0,0.0,0.595451892,23,1.0,0,0,0,2,54,50,0,0,0,0,1,1,0,0
103363,47,1.0,0.0,0.490562118,47,1.0,0,4,0,4,90,86,0,0,0,0,2,1,1,0
102643,10,1.0,0.0,0.632443714,10,1.0,0,0,0,0,23,22,0,0,0,0,1,1,0,0
100742,4,1.0,0.0,0.327067669,4,1.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
100637,9,1.0,0.0,0.489375482,9,1.0,0,0,0,0,12,11,0,0,0,0,1,0,0,0
102018,5,1.0,0.0,0.622250234,5,1.0,0,0,1,0,12,9,0,0,0,0,1,1,0,0
103513,4,1.0,0.0,0.878640777,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
100581,2,1.0,0.0,0.942028986,2,1.0,0,0,0,0,7,7,0,0,0,0,1,0,0,0
102512,16,1.0,0.0,0.643205664,16,1.0,0,0,0,0,19,19,0,0,0,0,1,0,0,0
102167,2,1.0,0.0,0.736842105,2,1.0,0,0,0,0,3,2,0,0,0,0,1,1,0,0
103486,6,1.0,0.0,0.846666667,6,1.0,0,0,0,0,16,14,0,0,0,0,1,1,0,0
100073,8,1.0,0.0,0.618367756,8,1.0,0,0,0,0,16,11,0,0,0,0,1,1,0,1
100048,9,1.0,0.0,0.633289261,9,1.0,0,1,0,5,14,14,0,0,0,0,1,1,0,1
100831,4,1.0,0.0,1.0,4,1.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
101953,29,0.931034483,0.066666667,0.839352792,27,0.933333333,2,0,0,0,52,50,2,0,0,0,2,1,1,0
101138,7,1.0,0.0,0.561684133,7,1.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
102750,44,1.0,0.0,0.715034646,44,1.0,0,2,2,2,98,95,0,0,0,0,2,1,1,0
103270,10,1.0,0.0,0.48431574,10,1.0,0,2,0,0,11,11,0,0,0,0,1,1,0,0
102104,2,1.0,0.0,0.608938547,2,1.0,0,0,0,0,7,7,0,0,0,0,1,0,0,0
100756,14,1.0,0.0,0.769153755,14,1.0,0,0,6,0,49,48,0,0,0,0,1,1,0,0
102587,4,1.0,0.0,0.513043478,4,1.0,0,0,0,2,18,15,0,0,0,0,1,0,0,0
102665,2,1.0,0.0,0.584415584,2,1.0,0,0,0,0,21,16,0,0,0,0,1,1,0,0
102591,31,1.0,0.0,0.628777961,31,1.0,0,0,5,5,62,58,0,0,0,0,1,1,0,0
102037,29,1.0,0.0,0.723842801,29,1.0,0,2,0,0,53,49,0,0,0,0,1,1,0,0
101961,2,1.0,0.0,0.0,2,1.0,0,0,0,0,6,6,0,0,0,0,1,0,0,0
101242,8,1.0,0.0,0.879139452,8,1.0,0,0,0,0,18,13,0,0,0,0,1,1,0,0
103158,6,1.0,0.0,0.804338066,6,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
102493,4,1.0,0.0,0.794701987,4,1.0,0,0,0,2,6,6,0,0,0,0,1,1,0,0
101509,10,1.0,0.0,0.554347826,10,1.0,0,0,0,0,17,17,0,0,0,0,1,1,0,0
103028,0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
103358,25,1.0,0.0,0.636746601,25,1.0,0,0,0,0,37,35,0,0,0,0,1,1,0,0
101113,6,1.0,0.0,0.167548501,6,1.0,0,0,0,0,18,16,0,0,0,0,1,1,0,0
100572,46,1.0,0.0,0.406722668,46,1.0,0,0,2,0,53,51,0,0,0,0,1,0,0,0
101351,15,1.0,0.0,0.625111556,15,1.0,0,0,0,0,21,20,0,0,0,0,1,0,0,0
103168,4,1.0,0.0,0.606796117,4,1.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
101808,10,1.0,0.0,0.439519612,10,1.0,0,0,0,0,12,12,0,0,0,0,1,0,0,0
102340,8,1.0,0.0,0.53037791,8,1.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
101017,22,1.0,0.0,0.811418461,22,1.0,0,0,0,0,34,31,0,0,0,0,1,1,0,0
102238,4,1.0,0.0,0.582112647,4,1.0,0,0,0,0,6,4,0,0,0,0,1,1,0,0
103022,36,1.0,0.0,0.918822945,36,1.0,0,0,2,0,54,54,0,0,0,0,2,0,1,0
102333,37,1.0,0.0,0.606158638,37,1.0,0,2,2,4,68,61,0,0,0,0,1,1,0,0
103355,22,0.090909091,0.92,1.193921157,2,0.08,23,0,0,6,40,34,20,0,0,0,1,1,0,0
102566,4,1.0,0.0,0.681034483,4,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,0
101459,38,1.0,0.0,0.606063752,38,1.0,0,0,0,0,74,66,0,0,0,0,1,1,0,0
102769,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102226,20,1.0,0.0,0.629844681,20,1.0,0,0,0,0,36,32,0,0,0,0,1,1,0,0
102284,2,1.0,0.714285714,0.881355932,2,0.285714286,5,0,0,0,12,12,0,0,0,0,1,1,0,0
101738,14,1.0,0.0,0.659620079,14,1.0,0,2,0,0,35,31,0,2,0,0,1,1,0,0
103383,1,1.0,0.0,0.539393939,1,1.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
100259,23,1.0,0.0,0.610576674,23,1.0,0,0,0,0,55,51,0,0,0,0,1,1,0,1
101657,5,1.0,0.0,0.608779249,5,1.0,0,2,0,0,7,5,0,0,0,0,1,1,0,0
101896,9,1.0,0.0,0.716684225,9,1.0,0,3,1,0,12,12,0,0,0,0,1,0,0,0
103307,11,1.0,0.0,0.628791986,11,1.0,0,0,0,0,19,19,0,0,0,0,1,1,0,0
100812,22,0.181818182,0.818181818,0.837320574,4,0.181818182,18,2,2,0,37,36,18,0,0,0,1,1,0,0
102638,14,1.0,0.0,0.497350448,14,1.0,0,0,0,0,29,26,0,0,0,0,1,1,0,0
102159,5,1.0,0.0,0.653758784,5,1.0,0,0,0,2,30,30,0,0,0,0,1,0,0,0
101602,2,1.0,0.0,0.704402516,2,1.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
100921,49,0.795918367,0.185185185,0.887973103,39,0.814814815,10,1,5,6,87,83,10,0,0,0,2,1,1,0
102841,2,1.0,0.0,0.611111111,2,1.0,0,0,0,0,2,2,0,0,0,0,1,1,0,0
102044,4,1.0,0.0,0.797619048,4,1.0,0,0,0,0,7,6,0,0,0,0,1,1,0,0
103618,18,1.0,0.0,0.594012542,18,1.0,0,2,0,0,31,28,0,0,0,0,1,1,0,0
103329,22,1.0,0.0,0.657049637,22,1.0,0,0,3,3,47,45,0,0,0,0,1,0,0,0
102406,4,1.0,0.0,0.431339286,4,1.0,0,0,0,0,17,12,0,0,0,0,1,0,0,0
101431,0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,2,0,0,0,0,1,1,0,0
101315,10,1.0,0.0,0.694471053,10,1.0,0,1,0,0,22,20,0,0,0,0,1,0,0,0
100929,2,1.0,0.0,0.504,2,1.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
101074,15,1.0,0.0,0.533043537,15,1.0,0,0,1,0,29,28,0,0,0,0,1,1,0,0
101675,16,1.0,0.0,0.600949472,16,1.0,0,0,0,0,32,31,0,0,0,0,1,1,0,0
103199,23,1.0,0.0,0.810027904,23,1.0,0,0,0,0,47,44,0,0,0,0,1,1,0,0
102883,50,1.0,0.0,0.653792967,50,1.0,0,0,0,0,55,55,0,0,0,0,1,1,0,0
102622,49,0.795918367,0.192307692,0.979591837,39,0.807692308,10,0,0,0,71,71,10,0,0,0,3,1,1,0
103529,15,1.0,0.0,0.703541353,15,1.0,0,0,0,0,33,33,0,0,0,0,1,1,0,0
102246,31,0.516129032,0.326086957,0.636014262,16,0.673913043,15,3,4,0,90,83,15,0,0,0,2,1,1,0
101586,15,0.466666667,0.533333333,0.128186843,7,0.466666667,8,0,6,2,48,43,8,0,0,0,2,0,1,0
100867,16,1.0,0.0,0.616398097,16,1.0,0,2,1,0,18,17,0,0,0,0,1,0,0,0
100926,25,0.88,0.115384615,0.615111942,22,0.884615385,3,2,0,2,46,43,3,0,0,0,1,1,0,0
101926,0,0.0,0.0,0.0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
101350,4,1.0,0.0,0.494047619,4,1.0,0,0,1,0,16,15,0,0,0,0,1,1,0,0
102899,0,0.0,0.0,0.0,0,0.0,0,0,0,0,8,6,0,0,0,0,1,0,0,0
103013,12,1.0,0.0,0.793010753,12,1.0,0,0,1,0,21,20,0,0,0,0,1,1,0,0
100108,8,1.0,0.0,0.621490858,8,1.0,0,0,1,0,30,25,0,0,0,0,1,1,0,1
101128,4,1.0,0.0,0.805084746,4,1.0,0,0,0,2,26,26,0,0,0,0,1,1,0,0
102338,8,1.0,0.0,0.470209023,8,1.0,0,0,2,0,21,19,0,0,0,0,1,1,0,0
100999,43,1.0,0.0,0.699548885,43,1.0,0,0,0,2,79,68,0,0,0,0,2,1,1,0
103313,4,1.0,0.0,0.697534766,4,1.0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
100318,7,1.0,0.0,0.695652174,7,1.0,0,0,0,0,16,14,0,0,0,0,1,1,0,1
100816,3,1.0,0.0,0.280353201,3,1.0,0,2,0,0,22,19,0,0,0,0,1,1,0,0
103164,14,1.0,0.0,0.959397983,14,1.0,0,0,1,0,25,23,0,0,0,0,1,1,0,0
100059,8,1.0,0.0,0.796706269,8,1.0,0,0,0,0,16,12,0,0,0,0,1,0,0,1
103263,12,1.0,0.0,0.478782426,12,1.0,0,0,6,0,35,34,0,0,0,0,1,1,0,0
102313,13,1.0,0.0,0.504126345,13,1.0,0,0,1,0,20,18,0,0,0,0,1,1,0,0
102481,34,1.0,0.0,0.62492903,34,1.0,0,2,6,6,57,51,0,0,0,0,1,1,0,0
101171,18,1.0,0.0,0.815863033,18,1.0,0,0,2,0,32,32,0,0,0,0,1,1,0,0
101345,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
103575,4,1.0,0.0,0.691729323,4,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
100990,6,1.0,0.0,0.898617512,6,1.0,0,0,0,0,25,25,0,0,0,0,1,1,0,0
100765,10,1.0,0.0,0.7247684,10,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,0
101073,26,1.0,0.0,0.650320642,26,1.0,0,0,2,0,44,44,0,0,0,0,2,1,1,0
101837,4,1.0,0.0,0.596491228,4,1.0,0,0,0,0,8,6,0,0,0,0,1,1,0,0
103069,4,1.0,0.0,0.586466165,4,1.0,0,0,0,0,6,6,0,0,0,0,0,1,0,0
103116,7,1.0,0.0,0.496,7,1.0,0,0,0,0,22,21,0,0,0,0,1,1,0,0
100997,12,1.0,0.0,0.810961969,12,1.0,0,0,0,0,25,23,0,0,0,0,1,1,0,0
101268,21,1.0,0.0,0.60956285,21,1.0,0,0,4,2,49,45,0,0,0,0,1,1,0,0
103149,7,1.0,0.0,0.485355578,7,1.0,0,2,0,2,43,42,0,0,0,0,1,1,0,0
100727,6,1.0,0.0,0.493638677,6,1.0,0,0,0,0,12,10,0,0,0,0,1,1,0,0
101032,7,1.0,0.0,0.417238577,7,1.0,0,0,0,2,19,16,0,0,0,0,1,1,0,0
102671,10,1.0,0.0,0.58416672,10,1.0,0,0,0,4,17,17,0,0,0,0,1,1,0,0
100220,4,0.5,0.333333333,0.72173913,2,0.666666667,2,0,0,0,8,8,2,0,0,0,1,1,0,1
103288,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
100582,2,1.0,0.0,0.755555556,2,1.0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
101557,6,1.0,0.0,0.607071232,6,1.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
101084,1,1.0,0.0,0.537735849,1,1.0,0,0,0,1,18,15,0,0,0,0,1,1,0,0
101429,4,1.0,0.0,0.662844037,4,1.0,0,0,1,1,10,7,0,0,0,0,1,0,0,0
100940,14,1.0,0.0,0.867059571,14,1.0,0,0,0,0,28,27,0,0,0,0,1,1,0,0
100056,28,1.0,0.0,0.837612371,28,1.0,0,1,2,2,63,57,0,0,0,0,2,1,1,1
100187,8,1.0,0.0,0.783892769,8,1.0,0,0,0,0,18,18,0,0,0,0,1,0,0,1
102166,2,1.0,0.0,0.201149425,2,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
101538,4,1.0,0.0,0.527912295,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102121,4,1.0,0.0,0.639097744,4,1.0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
102555,14,1.0,0.0,0.467579893,14,1.0,0,2,1,0,25,23,0,0,0,0,1,1,0,0
101612,4,1.0,0.0,0.588235294,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
103540,4,1.0,0.0,0.215231788,4,1.0,0,0,0,0,8,7,0,0,0,0,1,1,0,0
103619,12,1.0,0.0,0.402898551,12,1.0,0,0,4,0,95,94,0,0,0,0,1,0,0,0
100468,3,1.0,0.0,0.703596203,3,1.0,0,0,0,2,5,4,0,0,0,0,1,1,0,0
101370,10,1.0,0.0,0.871152164,10,1.0,0,0,2,0,37,37,0,0,0,0,1,1,0,0
