id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
100055,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
100056,1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.3,0.3,0,0,0,0,3
100057,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.5,0.3,0.3,0,0,4
100058,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.3,0.3,0,0,5
100059,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0,0,4
100060,1,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.3,0.3,0.6,0.3,0,0,5
100061,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
100062,1,0,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
100063,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0.02,0,0,0.98,0,0,0.3,0,0,0,0
100064,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.05,0,0,0.95,0,0,0.3,0.3,0,0,4
100065,4,1,0,1,2,1,0,1,0,0,0,0,0,1,1,0,0.06,0,0.94,0,0,0,0,0,0,0
100066,2,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.06,0,0,0.94,0.3,0,0,50.7,0,0,4
100067,2,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.06,0,0,0.94,0,0.3,0.6,0.3,0,0,4
100068,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0.08,0,0,0.92,0,0.3,0,0.3,0,0,4
100069,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0.09,0,0,0.91,0,0,0.3,0,0,0,4
100070,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.1,0,0,0.9,0.5,0.5,0,0,0,0,4
100071,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.11,0,0,0.89,0,0,0,0,0,0,4
100072,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.14,0,0,0.86,0.5,0,0,0.3,0,0,0
100073,5,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0.17,0,0,0.83,0.3,0.5,0.3,0.5,0,0,0
100074,4,1,1,1,3,1,1,1,0,0,0,0,0,0,1,0.17,0,0,0.83,0.89,0.3,1.78,0,0,0,4
100075,5,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0.1,0,0.1,0.8,0.3,0.3,0.3,0.5,0,0,5
100076,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.2,0,0,0.8,0.3,0,0,0.5,0,0,4
100077,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.2,0,0,0.8,0,0.3,0.3,0.3,0,0,4
100078,5,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0.21,0,0,0.79,1.19,0.3,0,1.19,0,0,4
100079,5,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0.17,0.08,0,0.75,0.5,0,0,0,0,0,5
100080,4,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0,0,0.75,0.5,0.3,0.3,0.3,0,0,5
100081,4,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,0.25,0,0.75,0.5,0.5,0.5,0.5,0,0,4
100082,3,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.25,0,0,0.75,0,0.3,0,0,0,0,4
100083,2,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.25,0,0,0.75,0,0.3,0,0,0,0,4
100084,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.25,0,0,0.75,0,0,0,0,0,0,4
100085,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0.25,0,0,0.75,0.3,0,0.5,0.3,0,0,5
100086,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.2,0.07,0,0.73,0.5,0.3,0,0.3,0,0,4
100087,2,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.13,0.13,0,0.73,0,0,0,0.3,0,0,4
100088,5,0,1,1,2,1,1,1,0,0,0,0,0,1,1,0.14,0.14,0,0.71,0.3,0.3,0.3,99,0,0,5
100089,5,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.14,0.14,0,0.71,0,0,0,0,0,0,4
100090,2,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0.31,0,0,0.69,0,0.3,0.3,0.3,0,0,5
100091,5,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0.17,0.17,0,0.67,0,0,0,0.5,0,0,5
100092,5,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0.33,0.67,0.3,0.3,0.5,0.3,0,0,4
100093,5,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0.5,0,0,0,0,0,4
100094,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.33,0,0,0.67,0,0,0,0,0,0,0
100095,4,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0.33,0,0.67,0.5,0.3,0,0,0,0,4
100096,4,1,0,1,3,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0.5,0.3,0.5,0.5,0,0,4
100097,4,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0.33,0,0.67,0.3,0,0.3,0,0,0,5
100098,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0.33,0,0,0.67,0,0,0,0,0,0,4
100099,4,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0.33,0,0,0.67,0,0,0,0,0,0,4
100100,4,0,0,1,3,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0,0.5,0,0,0,0,0
100101,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.33,0,0,0.67,0.3,0.3,0,0.6,0,0,4
100102,3,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0.33,0,0,0.67,0.3,0.3,0,0.3,0,0,4
100103,3,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0.6,0.3,0.6,0.3,0,0,5
100104,2,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0.3,0,0.3,30.8,0,0,4
100105,2,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0.3,0.5,0,0,0,0,4
100106,2,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0.17,0.17,0,0.67,0,0,0,0,0,0,4
100107,2,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.33,0,0,0.67,0,0,0,0,0,0,4
100108,2,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0.33,0,0,0.67,6.96,0,0,0.3,0,0,4
100109,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0.38,0,0,0.63,0,0,0,0,0,0,5
100110,5,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0.4,0,0,0.6,0,0,0,0,0,0,5
100111,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.4,0,0,0.6,0.3,0.3,0.5,0.3,0,0,4
100112,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0.3,0,0.5,100,0,0,0
100113,4,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0.4,0,0,0.6,0.3,0.3,0,0,0,0,4
100114,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0,0,0,0,0,0,5
100115,4,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0.4,0,0,0.6,0,0,0,0.3,0,0,5
100116,3,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.4,0,0,0.6,0.5,0.3,0.3,0.5,0,0,3
100117,3,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.4,0,0,0.6,0,0.3,0,0.5,0,0,4
100118,3,1,1,1,3,1,1,1,0,0,0,0,0,0,1,0.4,0,0,0.6,1.11,0.3,1.26,0.96,0,0,5
100119,2,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0.3,0.5,0,0,0,0,5
100120,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.35,0.06,0,0.59,0.3,0.5,0,0,0,0,3
100121,4,1,0,1,3,0,1,1,0,0,0,0,0,1,1,0.42,0,0,0.58,0,0.3,0,0,0,0,4
100122,3,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.25,0.08,0.08,0.58,0,0,0.3,0.5,0,0,4
100123,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.29,0.14,0,0.57,100,0.3,0.5,0.3,0,0,5
100124,3,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.29,0.14,0,0.57,0,0,0.3,0.5,0,0,5
100125,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.44,0,0,0.56,0,0.3,0,0,0,0,4
100126,2,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0.22,0.11,0.11,0.56,0.3,0.3,0.3,0.5,0,0,4
100127,2,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.44,0,0,0.56,0.3,0.3,0.3,0.3,0,0,5
100128,5,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.27,0.18,0,0.55,0.3,0.3,0,0.3,0,0,5
100129,5,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.48,0,0,0.52,0,0.3,0.3,0,0,0,4
100130,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.5,0.5,0,0,0,4
100131,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100132,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0,0,0,0,4
100133,5,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0.3,0.3,0,0,5
100134,5,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0.3,0,0,5
100135,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,5
100136,5,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0.5,0.3,0.5,0.5,0,0,5
100137,5,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0.3,0,0,5
100138,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0,0.3,0,0,0
100139,5,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.3,0.3,0.3,0,0,4
100140,5,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,1.2,0.6,0.6,1.5,0,0,0
100141,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0,0.3,0,0,0
100142,5,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,0.9,0.3,0.6,0.9,0,0,5
100143,5,1,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,5
100144,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100145,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,1.5,0.6,0.3,0.3,0,0,0
100146,5,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100147,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.5,0,0.3,0,0,5
100148,5,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0.3,0.3,0.5,0,0,5
100149,5,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.33,0.17,0,0.5,1.2,0.3,0.6,0.3,0,0,5
100150,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.25,0.25,0,0.5,0,0,0.89,0,0,0,5
100151,5,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,1.74,0.3,1.74,1.17,0,0,5
100152,5,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0.5,0,0,0.5,0,0,5
100153,5,0,1,1,3,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.6,0,0.6,100,0,0,0
100154,5,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0,0.3,0,0,3
100155,5,1,1,1,3,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0.3,0.5,0,0,5
100156,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0
100157,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0,0,0,5
100158,5,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,5
100159,4,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0.3,0,0,4
100160,4,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,3
100161,4,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0.3,0,0,4
100162,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.17,0.33,0,0.5,0.3,0.3,0.3,0.3,0,0,5
100163,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0
100164,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0,0.5,0,0,4
100165,4,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,0,0,0
100166,4,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0.3,0.6,0.3,0.9,0,0,5
100167,4,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.3,0,0.3,0,0,4
100168,4,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,0,0.5,0,0,0,0,5
100169,4,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0.25,0.25,0,0.5,0.5,0,0.3,0.3,0,0,4
100170,4,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0.3,0,0,5
100171,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,0,0,5
100172,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0.5,0,0,0,0
100173,4,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0.3,0.3,0,0,5
100174,4,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0.3,0.84,0,0,4
100175,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.59,0.3,0.59,0.3,0,0,4
100176,4,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0.3,0,0,0,4
100177,4,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,0.61,0.5,0,0.3,0,0,5
100178,4,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0
100179,4,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.6,0,0.3,0.5,0,0,5
100180,4,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0.3,0.3,0.59,0.3,0,0,4
100181,4,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0.3,0,0,4
100182,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.3,10.41,0,0,0,3
100183,3,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100184,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0.3,0,0,0,4
100185,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.6,0.3,0.3,0,0,5
100186,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0.3,0.5,0.3,0,0,0
100187,3,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0.3,0.3,0.3,0,0,0,5
100188,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0
100189,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.3,0.3,0.3,0,0,0
100190,3,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0.5,0,0,0,3
100191,3,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,0.3,0.3,0,0.5,0,0,3
100192,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0.5,0,0,4
100193,3,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0.3,0.3,0,0,5
100194,3,1,0,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100195,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100196,3,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,0,0,0,0,0,0,3
100197,3,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100198,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100199,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0.3,0,0,0
100200,3,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0,0,0,4
100201,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0,0.5,1.2,0.3,0.3,0.6,0,0,4
100202,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,4.4,0.3,0,0,0,0,0
100203,3,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,5
100204,3,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.3,0.3,0.3,0,0,4
100205,3,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.3,0,0,0,0,5
100206,3,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0.5,0.5,0,0,0,5
100207,3,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0.3,95.1,0,0,5
100208,3,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0.3,0,0,4
100209,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0
100210,3,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100211,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,2
100212,3,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.3,0,0,0.5,0,0,5
100213,3,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0.3,0,0,2
100214,3,0,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,3
100215,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,4
100216,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0.3,0.5,0,0,4
100217,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.59,0,0.3,0,0,4
100218,3,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0.5,0,0,0,0.5,0,0,4
100219,3,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0.5,0,0,0,0,4
100220,3,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,0.5,0,0.5,0.3,0.3,0.3,0.5,0,0,5
100221,3,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0.3,0,0,0,0,5
